"datetime,BTES"	outlet	"temp,,BTES"	inlet	"temp,,Q"	in	ground				
"2019/9/4,-5.38E+03,,-5.39E+03,,-1.07E+12"									[-8.02487737e+11]	
"2019/9/5,-5.42E+03,,-5.42E+03,,-1.07E+12"									[-8.05265099e+11]	
"2019/9/6,-5.45E+03,,-5.46E+03,,-1.08E+12"									[-8.09253450e+11]	
"2019/9/7,-5.48E+03,,-5.49E+03,,-1.08E+12"									[-8.13439262e+11]	
"2019/9/8,-5.52E+03,,-5.52E+03,,-1.08E+12"									[-8.17680790e+11]	
"2019/9/9,-5.55E+03,,-5.56E+03,,-1.09E+12"									[-8.22349741e+11]	
"2019/9/10,-5.59E+03,,-5.59E+03,,-1.09E+12"									[-8.26858417e+11]	
"2019/9/11,-5.62E+03,,-5.63E+03,,-1.10E+12"									[-8.30633528e+11]	
"2019/9/12,-5.65E+03,,-5.66E+03,,-1.10E+12"									[-8.32983340e+11]	
"2019/9/13,-5.69E+03,,-5.69E+03,,-1.10E+12"									[-8.34828647e+11]	
"2019/9/14,-5.72E+03,,-5.73E+03,,-1.10E+12"									[-8.38111313e+11]	
"2019/9/15,-5.76E+03,,-5.76E+03,,-1.11E+12"									[-8.41582910e+11]	
"2019/9/16,-5.79E+03,,-5.80E+03,,-1.11E+12"									[-8.43894949e+11]	
"2019/9/17,-5.83E+03,,-5.83E+03,,-1.11E+12"									[-8.46642394e+11]	
"2019/9/18,-5.86E+03,,-5.87E+03,,-1.12E+12"									[-8.50905855e+11]	
"2019/9/19,-5.90E+03,,-5.90E+03,,-1.12E+12"									[-8.55303373e+11]	
"2019/9/20,-5.93E+03,,-5.94E+03,,-1.12E+12"									[-8.58696860e+11]	
"2019/9/21,-5.97E+03,,-5.97E+03,,-1.13E+12"									[-8.62254257e+11]	
"2019/9/22,-6.00E+03,,-6.01E+03,,-1.13E+12"									[-8.64621696e+11]	
"2019/9/23,-6.04E+03,,-6.04E+03,,-1.13E+12"									[-8.67082434e+11]	
"2019/9/24,-6.07E+03,,-6.08E+03,,-1.14E+12"									[-8.70250161e+11]	
"2019/9/25,-6.11E+03,,-6.11E+03,,-1.14E+12"									[-8.72720857e+11]	
"2019/9/26,-6.14E+03,,-6.15E+03,,-1.14E+12"									[-8.75351515e+11]	
"2019/9/27,-6.18E+03,,-6.18E+03,,-1.14E+12"									[-8.77931772e+11]	
"2019/9/28,-6.21E+03,,-6.22E+03,,-1.15E+12"									[-8.81595012e+11]	
"2019/9/29,-6.25E+03,,-6.25E+03,,-1.15E+12"									[-8.84988520e+11]	
"2019/9/30,-6.29E+03,,-6.29E+03,,-1.15E+12"									[-8.87797101e+11]	
"2019/10/1,-6.32E+03,,-6.33E+03,,-1.16E+12"									[-8.91561414e+11]	
"2019/10/2,-6.36E+03,,-6.36E+03,,-1.16E+12"									[-8.95184107e+11]	
"2019/10/3,-6.39E+03,,-6.40E+03,,-1.17E+12"									[-9.01626872e+11]	
"2019/10/4,-6.43E+03,,-6.44E+03,,-1.17E+12"									[-9.07409878e+11]	
"2019/10/5,-6.47E+03,,-6.47E+03,,-1.18E+12"									[-9.11988828e+11]	
"2019/10/6,-6.50E+03,,-6.51E+03,,-1.18E+12"									[-9.16719818e+11]	
"2019/10/7,-6.54E+03,,-6.54E+03,,-1.19E+12"									[-9.20957627e+11]	
"2019/10/8,-6.58E+03,,-6.58E+03,,-1.19E+12"									[-9.25442395e+11]	
"2019/10/9,-6.61E+03,,-6.62E+03,,-1.20E+12"									[-9.30073026e+11]	
"2019/10/10,-6.65E+03,,-6.66E+03,,-1.20E+12"									[-9.35404364e+11]	
"2019/10/11,-6.69E+03,,-6.69E+03,,-1.21E+12"									[-9.40045458e+11]	
"2019/10/12,-6.72E+03,,-6.73E+03,,-1.21E+12"									[-9.43625019e+11]	
"2019/10/13,-6.76E+03,,-6.77E+03,,-1.22E+12"									[-9.48869612e+11]	
"2019/10/14,-6.80E+03,,-6.80E+03,,-1.22E+12"									[-9.53672620e+11]	
"2019/10/15,-6.84E+03,,-6.84E+03,,-1.23E+12"									[-9.59062761e+11]	
"2019/10/16,-6.88E+03,,-6.88E+03,,-1.23E+12"									[-9.64535131e+11]	
